Donor,Location Name,FID of the park,Zone,Location latitude,Location longitude,Unique ID of the Percolation well,Percolation well latitude,Percolation well longitude,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-321,13.02740201,77.75392899,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-322,13.02733898,77.75398004,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-323,13.02751601,77.75419998,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-324,13.027443,77.75429796,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-325,13.02751802,77.75428296,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-326,13.02758801,77.75439201,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-327,13.027586,77.75446502,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-328,13.02754199,77.75460298,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-330,13.02785397,77.75591701,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-331,13.028033,77.75588298,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-332,13.02810802,77.755871,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-333,13.02809503,77.75574703,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-334,13.02865804,77.75545701,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-335,13.02905501,77.75528099,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-336,13.02910597,77.75527102,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-337,13.02970796,77.755023,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-338,13.029744,77.75509701,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-339,13.02975398,77.75499903,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-340,13.02972397,77.75493599,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-341,13.02934502,77.75616696,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-342,13.02941803,77.75649201,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-343,13.02945902,77.75655001,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-344,13.02953403,77.75659502,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-345,13.02955197,77.75671002,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-346,13.02951199,77.75680097,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-347,13.02960503,77.75681304,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-348,13.0295,77.75685503,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-349,13.02950897,77.75694396,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-350,13.02965499,77.75668597,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-351,13.02967996,77.75682804,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-352,13.02966496,77.75708696,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-353,13.02957804,77.75730397,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-354,13.03115803,77.756217,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-355,13.03128602,77.756577,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-356,13.031542,77.75730003,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-357,13.03165901,77.75795398,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-358,13.02767501,77.76018399,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-359,13.02762397,77.760215,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-360,13.02726497,77.75949701,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-361,13.02724896,77.759395,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-362,13.02707998,77.758345,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-363,13.02695199,77.75827702,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-364,13.02700102,77.75819404,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-365,13.027026,77.75821701,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-366,13.02701804,77.75825003,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-367,13.02713002,77.75819899,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-368,13.02723203,77.75822497,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-369,13.02736304,77.75826001,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-370,13.02742297,77.75825397,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-371,13.02752296,77.75825799,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-372,13.02763201,77.75823603,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-373,13.02771198,77.75822103,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-374,13.02778599,77.75824299,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-375,13.02772799,77.75792004,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-376,13.02770301,77.75783001,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-377,13.02779303,77.75790998,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-378,13.02775799,77.75782004,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-379,13.02765599,77.75769297,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-380,13.02769002,77.75761804,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-381,13.027702,77.75768803,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-382,13.02756697,77.75753598,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-383,13.02764903,77.75756498,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-384,13.02749799,77.75714597,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-385,13.02732197,77.75688898,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-386,13.02733102,77.75664004,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-387,13.02718199,77.75649997,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-389,13.027112,77.75619403,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-390,13.02717696,77.75615699,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-391,13.02787601,77.75598901,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-392,13.02990904,77.75810201,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-393,13.02999403,77.75808399,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-394,13.03011096,77.75806597,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-395,13.03021397,77.75806303,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-396,13.03035404,77.75806303,,,,,,,,
Caterpillar,"Atal Botanical Garden, Hoskote",,,,,CAT-397,13.03047096,77.75803001,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-324,13.027644,77.53309501,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-325,13.02771801,77.53314799,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-326,13.02778197,77.53319099,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-327,13.02783402,77.53316601,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-328,13.02786704,77.53312997,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-329,13.02796402,77.53315603,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-330,13.02805496,77.53309703,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-331,13.02805002,77.53319803,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-332,13.02810802,77.53325402,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-333,13.02815303,77.53315402,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-334,13.02834297,77.53294498,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-335,13.02809101,77.53239102,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-336,13.028177,77.53242798,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-337,13.028449,77.53246897,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-338,13.02873197,77.53239898,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-339,13.02854497,77.532403,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-340,13.02858202,77.53233503,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-341,13.02841899,77.53220603,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-342,13.02850096,77.53223796,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-343,13.028449,77.53236604,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-344,13.02832997,77.53230996,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-345,13.02823601,77.53228297,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-346,13.02827097,77.53222397,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-347,13.02816502,77.53226797,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-349,13.02753202,77.53211902,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-350,13.02757602,77.53201802,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-431,13.02820601,77.53209203,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-432,13.02820098,77.53200796,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-433,13.02811196,77.53200302,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-434,13.02797198,77.53188098,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-435,13.02770703,77.53217602,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-436,13.02759698,77.531827,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-437,13.02747804,77.53187,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-438,13.027443,77.53190202,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-439,13.02732599,77.53187704,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-440,13.02724997,77.531828,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-441,13.02718601,77.53178501,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-442,13.02708602,77.53175198,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-443,13.02700999,77.53168099,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-444,13.02693103,77.531654,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-445,13.02700597,77.53160203,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-446,13.02675501,77.53137798,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-447,13.02667899,77.53128896,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-448,13.02663599,77.53143297,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-449,13.02651999,77.53161997,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-450,13.02643198,77.53168602,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-451,13.026422,77.53235498,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-452,13.02634103,77.53229404,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-453,13.02634003,77.53227099,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-454,13.02631999,77.53218499,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-455,13.02639199,77.53225598,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-456,13.02648101,77.53231701,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-457,13.02657296,77.53230602,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-458,13.02663398,77.53236503,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-459,13.02672199,77.53242496,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-460,13.02675803,77.53248196,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-461,13.02673004,77.53249998,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-465,13.02700798,77.53148904,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-466,13.02717302,77.53159901,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-467,13.02725902,77.53160899,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-468,13.02746798,77.531684,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-469,13.02763503,77.531841,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-470,13.02787903,77.53188198,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-471,13.02793301,77.531999,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-472,13.02779001,77.53212598,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-473,13.028306,77.53241499,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-474,13.02861697,77.53253602,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-475,13.02864497,77.53247299,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-348,13.02779303,77.53309803,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-462,13.026537,77.53240099,,,,,,,,
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-463,13.02661797,77.53245103,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-358,13.01306703,77.54200799,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-359,13.013537,77.54177104,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-360,13.013465,77.54169904,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-411,13.01434502,77.54132596,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-413,13.01445197,77.54147801,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-414,13.01437997,77.54142,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-415,13.01392903,77.54161304,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-412,13.01324699,77.541937,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-130,13.01404696,77.54193096,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-131,13.014054,77.54175,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-132,13.01401704,77.54179903,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-135,13.01416799,77.54170197,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-133,13.01392903,77.54179199,,,,,,,,
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-134,13.01413598,77.54193096,,,,,,,,
CAF America,BBMP Ground Next to BBMP Park,,East zone,,,V42,13.00858,77.63754,,,,,,,,
CAF America,BBMP Ground Next to BBMP Park,,East zone,,,V43,13.00852,77.63749,,,,,,,,
CAF America,BBMP Ground Next to BBMP Park,,East zone,,,V44,13.0086,77.63762,,,,,,,,
CAF America,"BBMP Park,RS Palya; Kammanahalli",,East zone,,,V45,13.00844,77.63824,,,,,,,,
CAF America,Madras Sappers Colony Park,,,,,V51,13.0006,77.62854,,,,,,,,
CAF America,Madras Sappers Colony Park,,,,,V52,13.00054,77.62847,,,,,,,,
CAF America,Madras Sappers Colony Park,,,,,V53,13.00056,77.6284,,,,,,,,
CAF America,Madras Sappers Colony Park,,,,,V54,13.00055,77.62839,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD70,12.92371,77.45271,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD71,12.92372,77.45273,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD72,12.92371,77.45265,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD73,12.92372,77.45266,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD74,12.92371,77.45266,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD75,12.92373,77.45257,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD76,12.92377,77.45244,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD77,12.92389,77.45245,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD78,12.92388,77.45252,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD79,12.92385,77.45261,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD80,12.92383,77.45269,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD81,12.92382,77.45276,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD82,12.92381,77.45285,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD83,12.92377,77.45293,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD84,12.92368,77.45293,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD85,12.92375,77.45303,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD86,12.92374,77.4531,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD87,12.9237,77.4532,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD88,12.92376,77.45329,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD89,12.92378,77.45319,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD90,12.92381,77.4531,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD91,12.92383,77.453,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD92,12.92385,77.45292,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD93,12.92389,77.45285,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD94,12.92391,77.45277,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD95,12.92391,77.45265,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD96,12.92393,77.45266,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD97,12.92391,77.45264,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD98,12.92393,77.45257,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD99,12.92395,77.4525,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD100,12.92398,77.45239,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD101,12.92415,77.45249,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD102,12.92412,77.45261,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD103,12.9241,77.45271,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD104,12.92403,77.45274,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD105,12.92408,77.45278,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD106,12.92401,77.45281,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD107,12.92404,77.45286,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD108,12.924,77.4529,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD109,12.924,77.45298,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD111,12.9237,77.45282,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD112,12.92396,77.45307,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD113,12.9239,77.4531,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD114,12.92388,77.45317,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD115,12.92395,77.45319,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD116,12.92393,77.45324,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD117,12.9239,77.45332,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD118,12.92386,77.45328,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD119,12.92382,77.45336,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD120,12.92387,77.45343,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD121,12.92387,77.45349,,,,,,,,
Sandisk,NPKL 4 th block park,,,,,SD110,12.92393,77.45303,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-122,12.9718,77.44736,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-123,12.97182,77.44736,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-124,12.97184,77.44736,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-125,12.97201,77.44729,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-126,12.97211,77.44728,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-127,12.97221,77.44727,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-128,12.9723,77.44729,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-129,12.97236,77.44726,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-130,12.97248,77.44721,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-131,12.97244,77.44731,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-132,12.9723,77.44731,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-133,12.9722,77.4473,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-134,12.9721,77.44731,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-135,12.97209,77.44737,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-136,12.97195,77.44737,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-137,12.97189,77.44746,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-138,12.97178,77.44747,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-139,12.97165,77.44748,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-140,12.97159,77.44756,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-141,12.97158,77.44768,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-142,12.9717,77.44765,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-143,12.97173,77.44759,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-144,12.97181,77.44761,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-145,12.97186,77.44755,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-146,12.9719,77.44744,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-147,12.97194,77.44751,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-148,12.97199,77.44748,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-149,12.97202,77.44759,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-150,12.97211,77.44759,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-151,12.97207,77.44755,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-152,12.97213,77.44745,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-153,12.97217,77.4475,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-154,12.97224,77.44758,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-155,12.97232,77.44759,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-156,12.97236,77.44749,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-157,12.97243,77.44753,,,,,,,,
Broadcom,"NPKL BDA Park Back side of BWSSB,Seegehalli
",,RR Nagar Zone,,,BC(P2)-158,12.9724,77.4474,,,,,,,,
